id,created_at,lang,text,retweet_count,reply_count,like_count,quote_count,sentiment,gender
2001057,2024-12-30 00:50:00,en,Going over my statistics assignment,246,17,247,19,neutral,other
2001058,2023-12-20 02:12:00,en,Working on some algebra problems,96,24,777,47,neutral,female
2001059,2023-08-26 19:23:00,en,Practicing some math exercises,29,14,236,44,neutral,male
2001060,2024-09-21 05:44:00,en,I can't handle these equations anymore,214,46,403,25,negative,female
2001061,2022-03-16 23:18:00,en,Learning about derivatives and integrals,191,60,799,14,neutral,other
2001062,2023-12-27 13:00:00,en,"Failed my math test again, so frustrated",254,53,198,39,negative,female
2001063,2022-09-22 02:18:00,en,Math class is scheduled at 2pm,409,97,475,3,neutral,other
2001064,2023-06-23 21:28:00,en,I can't handle these equations anymore,476,96,428,38,negative,male
2001065,2024-07-25 00:28:00,en,This math homework is giving me a headache,20,33,223,18,negative,female
2001066,2021-09-19 19:07:00,en,Scored 100% on my algebra test!,32,20,505,32,positive,female
2001067,2022-07-09 23:43:00,en,I can't handle these equations anymore,349,64,249,9,negative,male
2001068,2022-09-11 23:55:00,en,Feeling confident for my math exam,33,24,196,20,positive,female
2001069,2024-01-12 12:55:00,en,Feeling confident for my math exam,353,53,382,42,positive,male
2001070,2023-02-10 14:53:00,en,Math puzzles are the best brain exercise,30,28,243,30,positive,female
2001071,2022-09-24 23:32:00,en,Reviewing geometry notes,0,57,783,43,neutral,female
2001072,2021-09-07 13:59:00,en,I can't handle these equations anymore,8,74,919,14,negative,female
2001073,2022-07-11 23:48:00,en,Panic sets in every time I open my math textbook,141,78,719,9,negative,female
2001074,2023-02-15 18:38:00,en,Why is trigonometry so hard?,87,11,171,18,negative,female
2001075,2023-06-12 08:17:00,en,Working on some algebra problems,359,39,751,1,neutral,other
2001076,2024-04-13 07:33:00,en,I hate calculus so much,351,28,670,42,negative,other
2001077,2023-09-15 13:08:00,en,Completely lost in statistics class,136,45,890,15,negative,other
2001078,2022-08-23 16:21:00,en,Learning about derivatives and integrals,239,16,300,25,neutral,female
2001079,2022-05-23 09:56:00,en,I hate calculus so much,403,73,719,34,negative,male
2001080,2021-11-03 02:21:00,en,Learning math makes me feel accomplished,211,52,113,0,positive,male
2001081,2022-09-26 20:36:00,en,I can't handle these equations anymore,222,16,255,15,negative,male
2001082,2024-01-02 20:20:00,en,Why is trigonometry so hard?,274,43,907,2,negative,other
2001083,2024-04-10 22:03:00,en,This math homework is giving me a headache,85,69,259,42,negative,other
2001084,2023-01-11 19:46:00,en,Why is trigonometry so hard?,90,91,388,5,negative,female
2001085,2021-01-17 01:34:00,en,Had a great study session with friends for math,402,6,476,47,positive,female
2001086,2024-11-01 20:22:00,en,Math anxiety is ruining my grades,285,17,569,15,negative,other
2001087,2022-07-04 11:39:00,en,My brain freezes when I see math problems,77,76,809,34,negative,male
2001088,2022-11-27 07:56:00,en,Solved 5 problems in my math workbook,451,74,473,26,neutral,male
2001089,2022-06-18 22:51:00,en,My brain freezes when I see math problems,347,42,320,44,negative,female
2001090,2022-07-05 04:08:00,en,Attending a calculus lecture this afternoon,485,72,590,36,neutral,female
2001091,2021-06-17 13:05:00,en,Studying math for tomorrow's class,153,34,580,29,neutral,other
2001092,2021-06-09 16:43:00,en,Panic sets in every time I open my math textbook,196,43,299,13,negative,other
2001093,2024-03-30 04:48:00,en,Panic sets in every time I open my math textbook,495,32,886,3,negative,female
2001094,2022-04-12 20:26:00,en,Proud of my progress in math class,80,39,765,13,positive,male
2001095,2024-10-22 07:04:00,en,Panic sets in every time I open my math textbook,489,30,74,48,negative,male
2001096,2021-04-07 13:51:00,en,Finally understood calculus and feeling great!,17,74,331,6,positive,female
2001097,2024-10-30 02:36:00,en,Finally understood calculus and feeling great!,384,63,291,36,positive,female
2001098,2022-09-12 19:22:00,en,"Failed my math test again, so frustrated",51,83,211,5,negative,male
2001099,2022-02-18 01:05:00,en,This math homework is giving me a headache,462,61,374,22,negative,other
2001100,2023-02-14 12:57:00,en,Finally understood calculus and feeling great!,86,59,114,7,positive,female
2001101,2024-02-04 15:39:00,en,Finally understood calculus and feeling great!,273,22,329,29,positive,female
2001102,2021-01-21 14:53:00,en,Attending a calculus lecture this afternoon,67,96,497,24,neutral,male
2001103,2024-04-16 09:52:00,en,I hate calculus so much,119,83,985,24,negative,other
2001104,2024-06-22 06:12:00,en,Math club meets today,48,67,95,14,neutral,female
2001105,2021-01-18 13:43:00,en,"Failed my math test again, so frustrated",266,96,847,20,negative,female
2001106,2023-04-20 11:31:00,en,Math class is scheduled at 2pm,248,0,878,39,neutral,female
2001107,2024-01-29 13:55:00,en,Why is trigonometry so hard?,210,76,648,39,negative,female
2001108,2024-07-12 23:29:00,en,Working on some algebra problems,170,45,123,44,neutral,male
2001109,2022-12-24 23:39:00,en,Solved 5 problems in my math workbook,41,82,946,2,neutral,other
2001110,2022-08-23 10:20:00,en,I hate calculus so much,70,5,317,34,negative,male
2001111,2023-12-18 12:50:00,en,Math anxiety is ruining my grades,456,11,516,50,negative,female
2001112,2024-02-22 00:31:00,en,Completely lost in statistics class,62,88,916,45,negative,male
2001113,2023-04-05 18:19:00,en,Why is trigonometry so hard?,353,63,921,33,negative,other
2001114,2022-10-31 00:17:00,en,"Failed my math test again, so frustrated",474,26,648,22,negative,other
2001115,2022-03-25 11:55:00,en,I hate calculus so much,413,10,685,14,negative,female
2001116,2023-10-29 07:40:00,en,Panic sets in every time I open my math textbook,462,34,80,36,negative,male
2001117,2023-10-01 07:51:00,en,Completely lost in statistics class,167,11,174,1,negative,other
2001118,2021-05-19 22:08:00,en,Completely lost in statistics class,487,26,198,26,negative,female
2001119,2022-07-12 06:37:00,en,"Failed my math test again, so frustrated",35,44,322,32,negative,other
2001120,2023-06-10 17:17:00,en,Math is challenging but I love it,132,68,890,4,positive,male
2001121,2024-06-23 08:36:00,en,Solved 5 problems in my math workbook,332,91,675,40,neutral,female
2001122,2021-01-04 16:06:00,en,Reviewing geometry notes,61,84,652,0,neutral,female
2001123,2022-08-01 00:41:00,en,"Failed my math test again, so frustrated",452,69,768,39,negative,male
2001124,2022-07-18 11:44:00,en,Panic sets in every time I open my math textbook,275,63,130,23,negative,female
2001125,2024-09-03 22:20:00,en,This math homework is giving me a headache,145,34,866,43,negative,male
2001126,2021-10-07 22:19:00,en,Statistics can actually be fun,94,97,169,12,positive,male
2001127,2024-02-08 18:25:00,en,Working on some algebra problems,437,76,800,1,neutral,male
2001128,2022-06-27 22:43:00,en,My brain freezes when I see math problems,99,74,437,47,negative,female
2001129,2024-07-07 02:41:00,en,Why is trigonometry so hard?,192,95,760,40,negative,other
2001130,2021-03-26 06:15:00,en,Going over my statistics assignment,288,46,929,12,neutral,female
2001131,2023-02-21 18:50:00,en,Math club meets today,314,66,933,33,neutral,male
2001132,2024-01-22 16:30:00,en,Going over my statistics assignment,59,34,585,31,neutral,other
2001133,2023-05-05 19:15:00,en,Finally understood calculus and feeling great!,339,77,117,39,positive,other
2001134,2021-07-04 04:01:00,en,Had a great study session with friends for math,423,13,341,16,positive,female
2001135,2021-12-17 21:22:00,en,"Failed my math test again, so frustrated",18,38,906,21,negative,male
2001136,2023-08-02 12:38:00,en,Feeling stressed before my algebra exam,251,30,880,32,negative,female
2001137,2021-08-17 23:10:00,en,Math puzzles are the best brain exercise,212,37,561,20,positive,female
2001138,2021-07-05 01:42:00,en,Practicing some math exercises,243,1,280,14,neutral,other
2001139,2021-07-01 00:18:00,en,I can't handle these equations anymore,384,48,975,8,negative,other
2001140,2023-09-25 10:48:00,en,Studying math for tomorrow's class,229,19,863,37,neutral,male
2001141,2023-10-20 07:12:00,en,Math anxiety is ruining my grades,96,81,667,10,negative,male
2001142,2024-08-09 01:39:00,en,Feeling stressed before my algebra exam,362,43,160,3,negative,female
2001143,2024-10-03 12:10:00,en,Why is trigonometry so hard?,157,66,912,33,negative,male
2001144,2021-02-16 05:40:00,en,Studying math for tomorrow's class,396,13,336,41,neutral,female
2001145,2024-12-30 08:03:00,en,Finally understood calculus and feeling great!,382,25,263,42,positive,female
2001146,2024-06-30 20:31:00,en,Completely lost in statistics class,155,54,689,47,negative,female
2001147,2021-01-14 14:52:00,en,I can't handle these equations anymore,34,47,955,28,negative,female
2001148,2024-05-02 05:27:00,en,Reviewing geometry notes,85,63,433,44,neutral,male
2001149,2023-04-25 12:00:00,en,This math homework is giving me a headache,413,0,248,7,negative,male
2001150,2022-08-08 06:18:00,en,Completely lost in statistics class,486,70,530,19,negative,other
2001151,2024-12-27 19:40:00,en,Had a great study session with friends for math,234,70,929,31,positive,other
2001152,2023-10-05 00:08:00,en,Completely lost in statistics class,438,51,42,19,negative,female
2001153,2021-02-06 11:29:00,en,I can't handle these equations anymore,255,72,259,23,negative,male
2001154,2023-11-28 17:39:00,en,Studying math for tomorrow's class,135,8,316,28,neutral,male
2001155,2023-07-28 14:09:00,en,I can't handle these equations anymore,395,83,316,19,negative,male
2001156,2022-10-07 10:47:00,en,Math anxiety is ruining my grades,253,38,990,19,negative,female
2001157,2023-07-14 02:46:00,en,Practicing some math exercises,408,96,263,1,neutral,male
2001158,2023-05-23 13:08:00,en,Math is challenging but I love it,240,57,204,24,positive,other
2001159,2024-09-07 18:20:00,en,Math anxiety is ruining my grades,367,93,328,42,negative,male
2001160,2024-02-12 16:42:00,en,Finally understood calculus and feeling great!,469,1,457,5,positive,female
2001161,2024-08-24 00:30:00,en,Why is trigonometry so hard?,464,81,456,42,negative,female
2001162,2022-01-18 16:47:00,en,Math anxiety is ruining my grades,319,62,745,44,negative,female
2001163,2023-07-19 04:47:00,en,Completely lost in statistics class,475,9,796,32,negative,female
2001164,2021-05-23 20:51:00,en,"Failed my math test again, so frustrated",423,51,103,25,negative,female
2001165,2021-09-13 03:57:00,en,Math anxiety is ruining my grades,288,14,291,27,negative,female
2001166,2024-11-13 08:08:00,en,Reviewing geometry notes,38,15,891,17,neutral,other
2001167,2021-01-08 10:57:00,en,Panic sets in every time I open my math textbook,401,10,369,21,negative,other
2001168,2021-05-31 05:53:00,en,Feeling confident for my math exam,251,13,413,30,positive,female
2001169,2023-05-12 21:58:00,en,My brain freezes when I see math problems,369,80,150,11,negative,other
2001170,2022-11-03 05:31:00,en,Working on some algebra problems,331,12,226,39,neutral,other
2001171,2024-03-17 06:01:00,en,Scored 100% on my algebra test!,497,52,3,0,positive,other
2001172,2021-01-04 20:32:00,en,Why is trigonometry so hard?,119,71,273,35,negative,male
2001173,2023-09-20 15:40:00,en,Finally understood calculus and feeling great!,259,1,248,41,positive,other
2001174,2021-05-25 04:18:00,en,Solved 5 problems in my math workbook,25,28,28,45,neutral,female
2001175,2024-03-07 16:54:00,en,Completely lost in statistics class,49,60,784,15,negative,other
2001176,2024-01-15 18:12:00,en,This math homework is giving me a headache,303,66,966,2,negative,other
2001177,2023-11-20 22:16:00,en,Math anxiety is ruining my grades,159,30,649,1,negative,female
2001178,2023-02-15 20:06:00,en,Feeling confident for my math exam,248,87,619,24,positive,other
2001179,2021-11-14 23:49:00,en,Working on some algebra problems,354,43,272,21,neutral,other
2001180,2021-11-03 10:45:00,en,Studying math for tomorrow's class,339,97,29,12,neutral,male
2001181,2023-07-31 00:02:00,en,Feeling stressed before my algebra exam,49,9,712,34,negative,male
2001182,2021-06-13 10:32:00,en,Learning math makes me feel accomplished,411,38,813,50,positive,male
2001183,2024-01-06 06:56:00,en,Going over my statistics assignment,58,32,500,23,neutral,other
2001184,2023-01-07 05:38:00,en,Solved 5 problems in my math workbook,254,54,829,18,neutral,other
2001185,2022-06-24 21:11:00,en,Finally understood calculus and feeling great!,20,76,293,45,positive,female
2001186,2022-03-05 08:25:00,en,Panic sets in every time I open my math textbook,201,91,106,12,negative,male
2001187,2024-06-02 07:27:00,en,I hate calculus so much,256,91,779,45,negative,female
2001188,2024-04-23 02:13:00,en,I can't handle these equations anymore,401,55,314,25,negative,female
2001189,2022-06-07 08:17:00,en,I hate calculus so much,190,98,780,49,negative,female
2001190,2021-06-13 10:48:00,en,Completely lost in statistics class,22,64,544,4,negative,male
2001191,2022-12-11 13:04:00,en,Solved 5 problems in my math workbook,460,78,397,41,neutral,male
2001192,2023-06-01 07:14:00,en,Studying math for tomorrow's class,177,26,349,46,neutral,female
2001193,2021-02-04 17:49:00,en,I can't handle these equations anymore,452,79,748,17,negative,female
2001194,2024-02-16 17:03:00,en,Learning math makes me feel accomplished,377,30,897,16,positive,other
2001195,2021-04-09 01:29:00,en,I hate calculus so much,246,38,210,37,negative,other
2001196,2023-02-07 06:16:00,en,Feeling stressed before my algebra exam,390,6,490,3,negative,female
2001197,2023-08-11 19:11:00,en,Attending a calculus lecture this afternoon,255,71,949,32,neutral,female
2001198,2022-05-18 00:45:00,en,Going over my statistics assignment,121,34,451,36,neutral,female
2001199,2023-06-17 18:33:00,en,Statistics can actually be fun,458,37,225,22,positive,other
2001200,2022-10-22 17:04:00,en,Solved 5 problems in my math workbook,354,99,720,19,neutral,male
2001201,2023-06-05 19:31:00,en,Why is trigonometry so hard?,457,12,593,38,negative,male
2001202,2023-03-05 07:15:00,en,Attending a calculus lecture this afternoon,467,35,812,9,neutral,female
2001203,2022-10-20 09:39:00,en,Panic sets in every time I open my math textbook,205,76,263,14,negative,female
2001204,2022-05-02 19:56:00,en,Scored 100% on my algebra test!,38,7,583,20,positive,other
2001205,2024-12-29 10:41:00,en,Math anxiety is ruining my grades,451,56,523,9,negative,female
2001206,2023-06-10 03:25:00,en,Completely lost in statistics class,269,12,103,25,negative,male
2001207,2022-05-22 23:27:00,en,My brain freezes when I see math problems,440,1,723,37,negative,male
2001208,2022-11-16 05:29:00,en,Feeling confident for my math exam,341,22,885,4,positive,female
2001209,2024-02-24 15:54:00,en,Solved 5 problems in my math workbook,407,59,820,11,neutral,male
2001210,2022-09-15 13:09:00,en,I hate calculus so much,231,36,666,21,negative,other
2001211,2021-12-24 10:46:00,en,Learning about derivatives and integrals,198,76,447,46,neutral,male
2001212,2023-05-20 18:52:00,en,Studying math for tomorrow's class,2,24,76,35,neutral,female
2001213,2024-05-07 17:36:00,en,"Failed my math test again, so frustrated",486,25,719,33,negative,female
2001214,2023-11-07 16:13:00,en,This math homework is giving me a headache,246,14,793,20,negative,other
2001215,2023-10-28 12:19:00,en,Completely lost in statistics class,423,99,638,31,negative,male
2001216,2023-03-19 09:42:00,en,Enjoying solving complex equations,295,94,901,34,positive,female
2001217,2024-05-04 09:22:00,en,Math class is scheduled at 2pm,94,79,190,16,neutral,other
2001218,2022-05-25 06:02:00,en,Panic sets in every time I open my math textbook,175,76,810,22,negative,other
2001219,2022-11-03 06:55:00,en,Practicing some math exercises,367,49,672,21,neutral,male
2001220,2024-01-06 23:29:00,en,Learning about derivatives and integrals,127,86,665,38,neutral,female
2001221,2022-01-28 11:07:00,en,Going over my statistics assignment,196,11,959,18,neutral,other
2001222,2021-09-07 18:08:00,en,Finally understood calculus and feeling great!,88,28,264,44,positive,female
2001223,2021-12-24 05:11:00,en,I hate calculus so much,239,78,844,25,negative,female
2001224,2022-07-21 23:23:00,en,Feeling stressed before my algebra exam,477,99,296,32,negative,other
2001225,2023-05-10 00:42:00,en,Feeling stressed before my algebra exam,476,93,898,1,negative,female
2001226,2024-04-04 05:57:00,en,Reviewing geometry notes,173,44,19,7,neutral,female
2001227,2022-01-09 15:00:00,en,Math club meets today,6,94,750,27,neutral,female
2001228,2023-04-19 10:40:00,en,Math anxiety is ruining my grades,343,15,63,18,negative,other
2001229,2022-02-27 18:55:00,en,I hate calculus so much,340,98,728,24,negative,male
2001230,2022-11-11 11:12:00,en,Learning math makes me feel accomplished,442,13,372,0,positive,other
2001231,2024-05-24 08:09:00,en,My brain freezes when I see math problems,3,59,50,41,negative,other
2001232,2024-05-12 23:56:00,en,Why is trigonometry so hard?,318,53,821,25,negative,other
2001233,2022-07-25 02:36:00,en,Solved 5 problems in my math workbook,206,16,720,9,neutral,other
2001234,2024-12-17 03:46:00,en,I hate calculus so much,67,63,420,30,negative,other
2001235,2023-03-01 04:00:00,en,This math homework is giving me a headache,246,69,541,41,negative,male
2001236,2021-10-27 23:00:00,en,I hate calculus so much,68,67,96,42,negative,female
2001237,2023-02-04 21:38:00,en,Reviewing geometry notes,34,21,538,6,neutral,male
2001238,2023-06-11 21:36:00,en,I can't handle these equations anymore,317,43,466,38,negative,other
2001239,2024-07-14 21:48:00,en,Why is trigonometry so hard?,64,48,583,46,negative,male
2001240,2023-10-16 22:07:00,en,Learning math makes me feel accomplished,374,40,258,14,positive,female
2001241,2022-02-03 12:39:00,en,Working on some algebra problems,453,24,272,26,neutral,other
2001242,2021-09-19 07:28:00,en,Math anxiety is ruining my grades,84,0,133,6,negative,male
2001243,2024-12-01 22:48:00,en,"Failed my math test again, so frustrated",8,97,334,14,negative,female
2001244,2024-04-25 02:33:00,en,Practicing some math exercises,79,2,25,43,neutral,female
2001245,2022-03-02 14:53:00,en,My brain freezes when I see math problems,369,10,228,44,negative,male
2001246,2022-01-02 23:46:00,en,Solved 5 problems in my math workbook,408,19,27,26,neutral,male
2001247,2021-03-11 02:02:00,en,Working on some algebra problems,410,22,862,30,neutral,male
2001248,2023-11-05 23:37:00,en,I hate calculus so much,38,45,438,39,negative,female
2001249,2021-01-17 19:38:00,en,Finally understood calculus and feeling great!,86,62,907,35,positive,female
2001250,2024-07-12 12:27:00,en,Completely lost in statistics class,80,42,187,11,negative,female
2001251,2024-09-18 22:51:00,en,My brain freezes when I see math problems,312,27,400,34,negative,male
2001252,2022-06-30 22:49:00,en,My brain freezes when I see math problems,225,3,620,10,negative,male
2001253,2022-07-25 11:47:00,en,Practicing some math exercises,186,99,417,25,neutral,other
2001254,2024-10-02 09:32:00,en,Finally understood calculus and feeling great!,298,25,786,7,positive,other
2001255,2021-04-24 08:23:00,en,Studying math for tomorrow's class,329,25,385,48,neutral,other
2001256,2023-07-20 17:40:00,en,Reviewing geometry notes,418,11,42,18,neutral,female
2001257,2023-10-04 21:34:00,en,My brain freezes when I see math problems,14,96,81,13,negative,other
2001258,2021-02-24 01:39:00,en,Feeling stressed before my algebra exam,30,26,555,50,negative,female
2001259,2021-10-11 21:08:00,en,"Failed my math test again, so frustrated",370,80,706,10,negative,other
2001260,2023-06-01 08:05:00,en,This math homework is giving me a headache,404,60,900,1,negative,female
2001261,2023-04-23 20:22:00,en,Why is trigonometry so hard?,175,29,517,17,negative,other
2001262,2023-08-09 23:08:00,en,My brain freezes when I see math problems,302,75,535,20,negative,male
2001263,2022-08-21 23:47:00,en,Scored 100% on my algebra test!,341,69,160,22,positive,male
2001264,2021-05-07 19:06:00,en,Practicing some math exercises,107,83,897,20,neutral,other
2001265,2024-09-06 18:13:00,en,Studying math for tomorrow's class,5,19,382,15,neutral,female
2001266,2022-01-05 10:17:00,en,This math homework is giving me a headache,162,13,9,34,negative,other
2001267,2021-05-25 19:56:00,en,My brain freezes when I see math problems,275,34,558,3,negative,other
2001268,2023-03-19 08:31:00,en,Feeling confident for my math exam,114,44,157,36,positive,female
2001269,2023-10-24 12:31:00,en,Math puzzles are the best brain exercise,402,72,145,6,positive,male
2001270,2024-08-30 21:08:00,en,Enjoying solving complex equations,247,47,656,2,positive,other
2001271,2021-04-16 22:34:00,en,Studying math for tomorrow's class,433,35,845,24,neutral,male
2001272,2024-10-13 04:23:00,en,"Failed my math test again, so frustrated",372,77,994,50,negative,other
2001273,2024-11-01 16:13:00,en,Learning about derivatives and integrals,338,47,314,18,neutral,female
2001274,2024-04-02 02:25:00,en,Studying math for tomorrow's class,435,77,383,5,neutral,male
2001275,2023-12-20 01:38:00,en,Practicing some math exercises,499,28,762,49,neutral,other
2001276,2024-12-04 05:01:00,en,Going over my statistics assignment,108,28,795,41,neutral,other
2001277,2021-07-27 11:25:00,en,My brain freezes when I see math problems,198,79,301,29,negative,male
2001278,2024-12-06 13:17:00,en,Working on some algebra problems,307,6,915,49,neutral,other
2001279,2024-11-18 20:21:00,en,Learning math makes me feel accomplished,485,83,943,34,positive,female
2001280,2024-02-13 01:22:00,en,Completely lost in statistics class,178,8,982,43,negative,other
2001281,2023-12-29 02:16:00,en,Math anxiety is ruining my grades,125,78,473,43,negative,male
2001282,2023-05-12 08:01:00,en,Scored 100% on my algebra test!,164,84,198,14,positive,female
2001283,2023-04-04 14:16:00,en,"Failed my math test again, so frustrated",446,30,716,41,negative,male
2001284,2024-11-10 06:38:00,en,"Failed my math test again, so frustrated",415,65,417,10,negative,male
2001285,2024-05-09 07:45:00,en,"Failed my math test again, so frustrated",308,93,573,11,negative,other
2001286,2022-07-06 16:00:00,en,My brain freezes when I see math problems,64,51,115,18,negative,female
2001287,2024-05-29 11:47:00,en,Going over my statistics assignment,48,60,79,11,neutral,male
2001288,2023-09-14 06:28:00,en,I hate calculus so much,335,69,716,38,negative,male
2001289,2024-03-02 07:25:00,en,Math anxiety is ruining my grades,431,57,936,16,negative,female
2001290,2024-08-29 17:19:00,en,Studying math for tomorrow's class,244,28,332,41,neutral,female
2001291,2023-06-18 21:39:00,en,Math class is scheduled at 2pm,314,11,74,39,neutral,other
2001292,2023-03-26 02:15:00,en,Working on some algebra problems,478,51,835,3,neutral,female
2001293,2024-06-10 03:17:00,en,Solved 5 problems in my math workbook,64,64,830,12,neutral,male
2001294,2021-12-13 02:33:00,en,Finally understood calculus and feeling great!,39,22,761,4,positive,female
2001295,2024-08-27 00:08:00,en,Math anxiety is ruining my grades,468,41,934,40,negative,other
2001296,2022-05-14 15:54:00,en,Feeling stressed before my algebra exam,313,38,190,6,negative,male
2001297,2021-10-13 11:47:00,en,Math anxiety is ruining my grades,290,71,776,28,negative,female
2001298,2024-07-15 08:40:00,en,Statistics can actually be fun,333,5,190,20,positive,male
2001299,2023-01-14 23:41:00,en,Solved 5 problems in my math workbook,93,16,190,16,neutral,male
2001300,2023-12-20 11:17:00,en,Panic sets in every time I open my math textbook,318,5,824,22,negative,male
2001301,2024-06-11 07:46:00,en,"Failed my math test again, so frustrated",495,32,611,7,negative,male
2001302,2023-03-01 00:48:00,en,Reviewing geometry notes,491,80,911,50,neutral,female
2001303,2021-07-19 23:20:00,en,Math class is scheduled at 2pm,16,61,259,24,neutral,other
2001304,2022-08-16 20:09:00,en,I hate calculus so much,270,87,13,28,negative,female
2001305,2024-03-03 04:17:00,en,Working on some algebra problems,403,5,725,6,neutral,male
2001306,2021-09-04 00:00:00,en,"Failed my math test again, so frustrated",155,41,183,49,negative,other
2001307,2021-10-09 04:22:00,en,"Failed my math test again, so frustrated",251,43,891,31,negative,male
2001308,2022-01-12 23:06:00,en,Math anxiety is ruining my grades,303,39,706,6,negative,male
2001309,2022-10-18 04:05:00,en,Going over my statistics assignment,276,54,125,40,neutral,male
2001310,2024-07-10 02:13:00,en,I hate calculus so much,285,94,668,45,negative,male
2001311,2021-08-29 19:09:00,en,This math homework is giving me a headache,222,15,939,16,negative,male
2001312,2023-07-08 04:05:00,en,Solved 5 problems in my math workbook,131,38,766,40,neutral,male
2001313,2022-02-02 10:35:00,en,Studying math for tomorrow's class,30,32,122,48,neutral,female
2001314,2024-11-22 03:50:00,en,Scored 100% on my algebra test!,500,38,791,33,positive,male
2001315,2022-09-20 01:02:00,en,This math homework is giving me a headache,11,31,729,11,negative,female
2001316,2024-11-12 04:26:00,en,I can't handle these equations anymore,442,28,464,27,negative,female
2001317,2022-02-16 06:00:00,en,Feeling stressed before my algebra exam,368,87,274,20,negative,other
2001318,2022-12-04 22:14:00,en,Practicing some math exercises,248,81,87,22,neutral,female
2001319,2024-03-13 16:57:00,en,Working on some algebra problems,258,9,94,14,neutral,other
2001320,2023-08-21 00:17:00,en,"Failed my math test again, so frustrated",218,57,947,18,negative,other
2001321,2024-10-10 08:20:00,en,Math anxiety is ruining my grades,473,65,8,48,negative,male
2001322,2023-01-08 18:42:00,en,Working on some algebra problems,18,80,87,9,neutral,other
2001323,2021-03-10 12:00:00,en,Math anxiety is ruining my grades,451,40,240,35,negative,male
2001324,2021-01-14 20:14:00,en,Math class is scheduled at 2pm,315,92,526,16,neutral,male
2001325,2024-02-19 02:57:00,en,Why is trigonometry so hard?,389,88,753,26,negative,male
2001326,2024-02-24 13:51:00,en,Math anxiety is ruining my grades,188,38,441,31,negative,other
2001327,2023-11-15 11:55:00,en,My brain freezes when I see math problems,166,74,194,41,negative,female
2001328,2021-05-25 11:56:00,en,Working on some algebra problems,52,27,986,36,neutral,male
2001329,2021-04-27 12:06:00,en,Math club meets today,252,51,927,25,neutral,male
2001330,2021-08-02 00:41:00,en,Panic sets in every time I open my math textbook,107,59,469,13,negative,female
2001331,2023-10-03 14:27:00,en,Math class is scheduled at 2pm,25,60,945,50,neutral,other
2001332,2022-08-26 18:20:00,en,Learning math makes me feel accomplished,22,59,314,33,positive,female
2001333,2023-01-05 02:39:00,en,Completely lost in statistics class,412,3,233,24,negative,other
2001334,2021-06-17 12:29:00,en,"Failed my math test again, so frustrated",230,2,185,48,negative,female
2001335,2022-01-13 19:09:00,en,Feeling stressed before my algebra exam,369,11,435,27,negative,other
2001336,2021-02-05 06:20:00,en,Attending a calculus lecture this afternoon,76,82,357,6,neutral,female
2001337,2023-08-29 00:00:00,en,Learning math makes me feel accomplished,64,57,993,13,positive,male
2001338,2022-08-01 03:10:00,en,Math is challenging but I love it,367,65,553,31,positive,other
2001339,2022-11-17 14:39:00,en,Math anxiety is ruining my grades,323,31,636,45,negative,other
2001340,2024-11-14 21:56:00,en,Proud of my progress in math class,168,25,683,33,positive,male
2001341,2024-08-18 13:41:00,en,Panic sets in every time I open my math textbook,186,66,598,2,negative,male
2001342,2024-08-08 23:33:00,en,Math club meets today,36,45,107,41,neutral,male
2001343,2022-09-24 10:27:00,en,This math homework is giving me a headache,441,12,323,40,negative,female
2001344,2023-10-01 00:12:00,en,"Failed my math test again, so frustrated",488,63,412,19,negative,male
2001345,2021-08-02 13:52:00,en,My brain freezes when I see math problems,108,52,753,43,negative,female
2001346,2022-10-21 14:56:00,en,Feeling stressed before my algebra exam,401,34,198,26,negative,male
2001347,2021-04-16 12:20:00,en,Solved 5 problems in my math workbook,413,10,70,14,neutral,male
2001348,2022-06-27 12:44:00,en,Going over my statistics assignment,88,9,968,41,neutral,other
2001349,2021-07-29 22:06:00,en,I hate calculus so much,102,76,615,49,negative,male
2001350,2021-06-28 15:47:00,en,Panic sets in every time I open my math textbook,353,3,596,11,negative,male
2001351,2023-12-02 00:03:00,en,Learning about derivatives and integrals,293,15,777,48,neutral,female
2001352,2024-06-19 02:51:00,en,Working on some algebra problems,11,87,930,28,neutral,female
2001353,2023-10-01 01:43:00,en,Going over my statistics assignment,116,21,144,32,neutral,female
2001354,2021-02-03 02:41:00,en,Math puzzles are the best brain exercise,429,53,239,0,positive,male
2001355,2022-12-08 14:32:00,en,Statistics can actually be fun,468,97,296,1,positive,female
2001356,2021-01-21 07:57:00,en,Completely lost in statistics class,291,61,727,25,negative,female
2001357,2024-05-12 18:57:00,en,I hate calculus so much,394,0,122,12,negative,female
2001358,2024-12-29 14:41:00,en,Studying math for tomorrow's class,78,2,235,45,neutral,female
2001359,2021-07-15 06:57:00,en,I hate calculus so much,375,58,643,46,negative,male
2001360,2024-03-13 08:59:00,en,Why is trigonometry so hard?,341,11,961,49,negative,other
2001361,2021-06-25 08:07:00,en,Solved 5 problems in my math workbook,356,7,46,13,neutral,female
2001362,2023-03-22 14:47:00,en,Going over my statistics assignment,96,75,346,10,neutral,male
2001363,2021-09-14 03:54:00,en,I hate calculus so much,240,30,206,12,negative,female
2001364,2022-12-20 18:55:00,en,Finally understood calculus and feeling great!,158,52,966,14,positive,male
2001365,2024-01-03 17:10:00,en,Enjoying solving complex equations,323,33,150,21,positive,other
2001366,2024-11-18 19:49:00,en,Math club meets today,483,72,273,30,neutral,female
