id,created_at,lang,text,retweet_count,reply_count,like_count,quote_count,sentiment,gender,clean_text,tokens,lemmas,processed_text
2000814,2021/6/7 9:19,en,Why is trigonometry so hard?,40,80,961,7,negative,female,why is trigonometry so hard?,"['why', 'is', 'trigonometry', 'so', 'hard']","['whi', 'is', 'trigonometri', 'so', 'hard']",whi is trigonometri so hard
2000815,2022/7/12 6:49,en,Learning math makes me feel accomplished,66,63,944,27,positive,other,learning math makes me feel accomplished,"['learning', 'math', 'makes', 'me', 'feel', 'accomplished']","['learn', 'math', 'make', 'me', 'feel', 'accomplish']",learn math make me feel accomplish
2000816,2021/9/22 7:22,en,I can't handle these equations anymore,246,76,39,42,negative,male,i can't handle these equations anymore,"['i', ""can't"", 'handle', 'these', 'equations', 'anymore']","['i', ""can't"", 'handl', 'these', 'equat', 'anymor']",i can't handl these equat anymor
2000817,2023/6/3 4:30,en,Studying math for tomorrow's class,350,67,955,17,neutral,female,studying math for tomorrow's class,"['studying', 'math', 'for', ""tomorrow's"", 'class']","['studi', 'math', 'for', ""tomorrow'"", 'class']",studi math for tomorrow' class
2000818,2022/8/7 2:37,en,Math anxiety is ruining my grades,397,3,395,43,negative,female,math anxiety is ruining my grades,"['math', 'anxiety', 'is', 'ruining', 'my', 'grades']","['math', 'anxieti', 'is', 'ruin', 'my', 'grade']",math anxieti is ruin my grade
2000819,2023/11/11 15:21,en,I can't handle these equations anymore,127,75,596,44,negative,female,i can't handle these equations anymore,"['i', ""can't"", 'handle', 'these', 'equations', 'anymore']","['i', ""can't"", 'handl', 'these', 'equat', 'anymor']",i can't handl these equat anymor
2000820,2024/10/16 23:25,en,I can't handle these equations anymore,369,98,718,34,negative,male,i can't handle these equations anymore,"['i', ""can't"", 'handle', 'these', 'equations', 'anymore']","['i', ""can't"", 'handl', 'these', 'equat', 'anymor']",i can't handl these equat anymor
2000821,2022/11/2 7:26,en,Working on some algebra problems,465,31,268,30,neutral,female,working on some algebra problems,"['working', 'on', 'some', 'algebra', 'problems']","['work', 'on', 'some', 'algebra', 'problem']",work on some algebra problem
2000822,2021/7/22 20:48,en,Completely lost in statistics class,383,38,830,13,negative,other,completely lost in statistics class,"['completely', 'lost', 'in', 'statistics', 'class']","['complet', 'lost', 'in', 'statist', 'class']",complet lost in statist class
2000823,2023/5/7 3:58,en,Scored 100% on my algebra test!,439,17,826,32,positive,other,scored 100 on my algebra test!,"['scored', '100', 'on', 'my', 'algebra', 'test']","['score', '100', 'on', 'my', 'algebra', 'test']",score 100 on my algebra test
2000824,2021/12/8 18:00,en,Learning about derivatives and integrals,67,32,686,39,neutral,male,learning about derivatives and integrals,"['learning', 'about', 'derivatives', 'and', 'integrals']","['learn', 'about', 'deriv', 'and', 'integr']",learn about deriv and integr
2000825,2022/3/11 13:37,en,Learning about derivatives and integrals,19,12,934,21,neutral,male,learning about derivatives and integrals,"['learning', 'about', 'derivatives', 'and', 'integrals']","['learn', 'about', 'deriv', 'and', 'integr']",learn about deriv and integr
2000826,2023/7/12 20:54,en,Why is trigonometry so hard?,350,87,378,42,negative,male,why is trigonometry so hard?,"['why', 'is', 'trigonometry', 'so', 'hard']","['whi', 'is', 'trigonometri', 'so', 'hard']",whi is trigonometri so hard
2000827,2023/5/31 13:16,en,Practicing some math exercises,325,79,706,39,neutral,female,practicing some math exercises,"['practicing', 'some', 'math', 'exercises']","['practic', 'some', 'math', 'exercis']",practic some math exercis
2000828,2024/8/29 9:59,en,"Failed my math test again, so frustrated",363,65,191,24,negative,other,"failed my math test again, so frustrated","['failed', 'my', 'math', 'test', 'again', 'so', 'frustrated']","['fail', 'my', 'math', 'test', 'again', 'so', 'frustrat']",fail my math test again so frustrat
2000829,2023/1/23 9:16,en,Scored 100% on my algebra test!,416,65,528,30,positive,other,scored 100 on my algebra test!,"['scored', '100', 'on', 'my', 'algebra', 'test']","['score', '100', 'on', 'my', 'algebra', 'test']",score 100 on my algebra test
2000830,2022/5/14 5:03,en,Feeling stressed before my algebra exam,257,19,922,19,negative,male,feeling stressed before my algebra exam,"['feeling', 'stressed', 'before', 'my', 'algebra', 'exam']","['feel', 'stress', 'befor', 'my', 'algebra', 'exam']",feel stress befor my algebra exam
2000831,2023/6/8 14:30,en,Reviewing geometry notes,0,3,303,12,neutral,male,reviewing geometry notes,"['reviewing', 'geometry', 'notes']","['review', 'geometri', 'note']",review geometri note
2000832,2023/11/25 16:00,en,Completely lost in statistics class,89,68,450,7,negative,female,completely lost in statistics class,"['completely', 'lost', 'in', 'statistics', 'class']","['complet', 'lost', 'in', 'statist', 'class']",complet lost in statist class
2000833,2022/12/13 15:07,en,I hate calculus so much,200,69,92,35,negative,male,i hate calculus so much,"['i', 'hate', 'calculus', 'so', 'much']","['i', 'hate', 'calculu', 'so', 'much']",i hate calculu so much
2000834,2021/1/20 19:12,en,I hate calculus so much,399,60,635,38,negative,female,i hate calculus so much,"['i', 'hate', 'calculus', 'so', 'much']","['i', 'hate', 'calculu', 'so', 'much']",i hate calculu so much
2000835,2021/12/17 16:38,en,Math class is scheduled at 2pm,368,20,395,6,neutral,other,math class is scheduled at 2pm,"['math', 'class', 'is', 'scheduled', 'at', '2', 'pm']","['math', 'class', 'is', 'schedul', 'at', '2', 'pm']",math class is schedul at 2 pm
2000836,2023/3/15 3:01,en,Math anxiety is ruining my grades,254,69,545,29,negative,other,math anxiety is ruining my grades,"['math', 'anxiety', 'is', 'ruining', 'my', 'grades']","['math', 'anxieti', 'is', 'ruin', 'my', 'grade']",math anxieti is ruin my grade
2000837,2023/6/12 15:37,en,I can't handle these equations anymore,194,14,649,28,negative,other,i can't handle these equations anymore,"['i', ""can't"", 'handle', 'these', 'equations', 'anymore']","['i', ""can't"", 'handl', 'these', 'equat', 'anymor']",i can't handl these equat anymor
2000838,2024/7/13 10:52,en,Proud of my progress in math class,347,1,622,22,positive,male,proud of my progress in math class,"['proud', 'of', 'my', 'progress', 'in', 'math', 'class']","['proud', 'of', 'my', 'progress', 'in', 'math', 'class']",proud of my progress in math class
2000839,2023/11/19 10:55,en,Why is trigonometry so hard?,206,76,698,47,negative,other,why is trigonometry so hard?,"['why', 'is', 'trigonometry', 'so', 'hard']","['whi', 'is', 'trigonometri', 'so', 'hard']",whi is trigonometri so hard
2000840,2023/7/11 2:26,en,Panic sets in every time I open my math textbook,490,71,912,12,negative,male,panic sets in every time i open my math textbook,"['panic', 'sets', 'in', 'every', 'time', 'i', 'open', 'my', 'math', 'textbook']","['panic', 'set', 'in', 'everi', 'time', 'i', 'open', 'my', 'math', 'textbook']",panic set in everi time i open my math textbook
2000841,2023/12/25 9:31,en,Why is trigonometry so hard?,248,12,418,12,negative,other,why is trigonometry so hard?,"['why', 'is', 'trigonometry', 'so', 'hard']","['whi', 'is', 'trigonometri', 'so', 'hard']",whi is trigonometri so hard
2000842,2021/8/7 7:33,en,"Failed my math test again, so frustrated",372,30,411,33,negative,male,"failed my math test again, so frustrated","['failed', 'my', 'math', 'test', 'again', 'so', 'frustrated']","['fail', 'my', 'math', 'test', 'again', 'so', 'frustrat']",fail my math test again so frustrat
2000843,2023/8/7 10:46,en,Studying math for tomorrow's class,455,64,713,50,neutral,male,studying math for tomorrow's class,"['studying', 'math', 'for', ""tomorrow's"", 'class']","['studi', 'math', 'for', ""tomorrow'"", 'class']",studi math for tomorrow' class
2000844,2024/8/30 20:15,en,"Failed my math test again, so frustrated",212,84,767,36,negative,male,"failed my math test again, so frustrated","['failed', 'my', 'math', 'test', 'again', 'so', 'frustrated']","['fail', 'my', 'math', 'test', 'again', 'so', 'frustrat']",fail my math test again so frustrat
2000845,2023/5/23 19:39,en,My brain freezes when I see math problems,334,61,381,17,negative,male,my brain freezes when i see math problems,"['my', 'brain', 'freezes', 'when', 'i', 'see', 'math', 'problems']","['my', 'brain', 'freez', 'when', 'i', 'see', 'math', 'problem']",my brain freez when i see math problem
2000846,2024/3/29 12:55,en,Feeling stressed before my algebra exam,224,51,869,25,negative,female,feeling stressed before my algebra exam,"['feeling', 'stressed', 'before', 'my', 'algebra', 'exam']","['feel', 'stress', 'befor', 'my', 'algebra', 'exam']",feel stress befor my algebra exam
2000847,2024/10/9 11:22,en,I hate calculus so much,131,78,206,4,negative,female,i hate calculus so much,"['i', 'hate', 'calculus', 'so', 'much']","['i', 'hate', 'calculu', 'so', 'much']",i hate calculu so much
2000848,2023/10/22 14:23,en,"Failed my math test again, so frustrated",283,45,437,8,negative,female,"failed my math test again, so frustrated","['failed', 'my', 'math', 'test', 'again', 'so', 'frustrated']","['fail', 'my', 'math', 'test', 'again', 'so', 'frustrat']",fail my math test again so frustrat
2000849,2023/1/17 11:33,en,Math anxiety is ruining my grades,89,2,433,17,negative,female,math anxiety is ruining my grades,"['math', 'anxiety', 'is', 'ruining', 'my', 'grades']","['math', 'anxieti', 'is', 'ruin', 'my', 'grade']",math anxieti is ruin my grade
2000850,2023/4/7 22:52,en,Working on some algebra problems,389,96,216,49,neutral,female,working on some algebra problems,"['working', 'on', 'some', 'algebra', 'problems']","['work', 'on', 'some', 'algebra', 'problem']",work on some algebra problem
2000851,2022/5/31 3:04,en,Solved 5 problems in my math workbook,6,58,856,50,neutral,other,solved 5 problems in my math workbook,"['solved', '5', 'problems', 'in', 'my', 'math', 'workbook']","['solv', '5', 'problem', 'in', 'my', 'math', 'workbook']",solv 5 problem in my math workbook
2000852,2022/1/8 8:19,en,Math anxiety is ruining my grades,492,51,50,1,negative,other,math anxiety is ruining my grades,"['math', 'anxiety', 'is', 'ruining', 'my', 'grades']","['math', 'anxieti', 'is', 'ruin', 'my', 'grade']",math anxieti is ruin my grade
2000853,2022/6/4 19:13,en,Practicing some math exercises,400,51,245,14,neutral,male,practicing some math exercises,"['practicing', 'some', 'math', 'exercises']","['practic', 'some', 'math', 'exercis']",practic some math exercis
2000854,2021/12/27 10:46,en,Why is trigonometry so hard?,456,84,12,5,negative,other,why is trigonometry so hard?,"['why', 'is', 'trigonometry', 'so', 'hard']","['whi', 'is', 'trigonometri', 'so', 'hard']",whi is trigonometri so hard
2000855,2022/9/22 12:07,en,"Failed my math test again, so frustrated",311,40,143,30,negative,female,"failed my math test again, so frustrated","['failed', 'my', 'math', 'test', 'again', 'so', 'frustrated']","['fail', 'my', 'math', 'test', 'again', 'so', 'frustrat']",fail my math test again so frustrat
2000856,2022/1/17 2:18,en,My brain freezes when I see math problems,321,82,890,20,negative,other,my brain freezes when i see math problems,"['my', 'brain', 'freezes', 'when', 'i', 'see', 'math', 'problems']","['my', 'brain', 'freez', 'when', 'i', 'see', 'math', 'problem']",my brain freez when i see math problem
2000857,2022/4/3 20:13,en,Going over my statistics assignment,451,5,539,33,neutral,other,going over my statistics assignment,"['going', 'over', 'my', 'statistics', 'assignment']","['go', 'over', 'my', 'statist', 'assign']",go over my statist assign
2000858,2024/2/23 22:47,en,Solved 5 problems in my math workbook,481,10,311,4,neutral,other,solved 5 problems in my math workbook,"['solved', '5', 'problems', 'in', 'my', 'math', 'workbook']","['solv', '5', 'problem', 'in', 'my', 'math', 'workbook']",solv 5 problem in my math workbook
2000859,2023/9/29 22:47,en,Math anxiety is ruining my grades,234,30,798,15,negative,other,math anxiety is ruining my grades,"['math', 'anxiety', 'is', 'ruining', 'my', 'grades']","['math', 'anxieti', 'is', 'ruin', 'my', 'grade']",math anxieti is ruin my grade
2000860,2023/8/14 21:58,en,Math class is scheduled at 2pm,404,15,905,30,neutral,other,math class is scheduled at 2pm,"['math', 'class', 'is', 'scheduled', 'at', '2', 'pm']","['math', 'class', 'is', 'schedul', 'at', '2', 'pm']",math class is schedul at 2 pm
2000861,2022/11/18 13:04,en,Math anxiety is ruining my grades,455,76,893,39,negative,other,math anxiety is ruining my grades,"['math', 'anxiety', 'is', 'ruining', 'my', 'grades']","['math', 'anxieti', 'is', 'ruin', 'my', 'grade']",math anxieti is ruin my grade
2000862,2024/5/25 10:38,en,This math homework is giving me a headache,128,14,98,23,negative,male,this math homework is giving me a headache,"['this', 'math', 'homework', 'is', 'giving', 'me', 'a', 'headache']","['thi', 'math', 'homework', 'is', 'give', 'me', 'a', 'headach']",thi math homework is give me a headach
2000863,2021/3/19 22:52,en,This math homework is giving me a headache,500,73,440,1,negative,other,this math homework is giving me a headache,"['this', 'math', 'homework', 'is', 'giving', 'me', 'a', 'headache']","['thi', 'math', 'homework', 'is', 'give', 'me', 'a', 'headach']",thi math homework is give me a headach
2000864,2024/12/2 11:27,en,Solved 5 problems in my math workbook,486,22,758,1,neutral,male,solved 5 problems in my math workbook,"['solved', '5', 'problems', 'in', 'my', 'math', 'workbook']","['solv', '5', 'problem', 'in', 'my', 'math', 'workbook']",solv 5 problem in my math workbook
2000865,2023/9/28 3:18,en,Panic sets in every time I open my math textbook,35,41,335,36,negative,male,panic sets in every time i open my math textbook,"['panic', 'sets', 'in', 'every', 'time', 'i', 'open', 'my', 'math', 'textbook']","['panic', 'set', 'in', 'everi', 'time', 'i', 'open', 'my', 'math', 'textbook']",panic set in everi time i open my math textbook
2000866,2022/6/25 16:17,en,This math homework is giving me a headache,155,33,116,31,negative,other,this math homework is giving me a headache,"['this', 'math', 'homework', 'is', 'giving', 'me', 'a', 'headache']","['thi', 'math', 'homework', 'is', 'give', 'me', 'a', 'headach']",thi math homework is give me a headach
2000867,2021/8/14 3:18,en,Math anxiety is ruining my grades,164,97,331,45,negative,other,math anxiety is ruining my grades,"['math', 'anxiety', 'is', 'ruining', 'my', 'grades']","['math', 'anxieti', 'is', 'ruin', 'my', 'grade']",math anxieti is ruin my grade
2000868,2022/3/27 20:39,en,This math homework is giving me a headache,33,65,347,8,negative,other,this math homework is giving me a headache,"['this', 'math', 'homework', 'is', 'giving', 'me', 'a', 'headache']","['thi', 'math', 'homework', 'is', 'give', 'me', 'a', 'headach']",thi math homework is give me a headach
2000869,2021/10/23 13:47,en,I can't handle these equations anymore,401,99,534,13,negative,female,i can't handle these equations anymore,"['i', ""can't"", 'handle', 'these', 'equations', 'anymore']","['i', ""can't"", 'handl', 'these', 'equat', 'anymor']",i can't handl these equat anymor
2000870,2022/12/3 2:09,en,Studying math for tomorrow's class,177,87,229,23,neutral,other,studying math for tomorrow's class,"['studying', 'math', 'for', ""tomorrow's"", 'class']","['studi', 'math', 'for', ""tomorrow'"", 'class']",studi math for tomorrow' class
2000871,2024/2/16 11:57,en,Feeling confident for my math exam,5,27,659,44,positive,male,feeling confident for my math exam,"['feeling', 'confident', 'for', 'my', 'math', 'exam']","['feel', 'confid', 'for', 'my', 'math', 'exam']",feel confid for my math exam
2000872,2023/7/31 12:37,en,My brain freezes when I see math problems,130,92,72,11,negative,male,my brain freezes when i see math problems,"['my', 'brain', 'freezes', 'when', 'i', 'see', 'math', 'problems']","['my', 'brain', 'freez', 'when', 'i', 'see', 'math', 'problem']",my brain freez when i see math problem
2000873,2024/4/18 2:00,en,Practicing some math exercises,430,85,943,13,neutral,female,practicing some math exercises,"['practicing', 'some', 'math', 'exercises']","['practic', 'some', 'math', 'exercis']",practic some math exercis
2000874,2023/5/31 19:37,en,I can't handle these equations anymore,50,22,73,15,negative,female,i can't handle these equations anymore,"['i', ""can't"", 'handle', 'these', 'equations', 'anymore']","['i', ""can't"", 'handl', 'these', 'equat', 'anymor']",i can't handl these equat anymor
2000875,2022/9/10 19:44,en,Studying math for tomorrow's class,448,66,860,1,neutral,other,studying math for tomorrow's class,"['studying', 'math', 'for', ""tomorrow's"", 'class']","['studi', 'math', 'for', ""tomorrow'"", 'class']",studi math for tomorrow' class
2000876,2022/11/18 19:00,en,Studying math for tomorrow's class,88,73,21,12,neutral,male,studying math for tomorrow's class,"['studying', 'math', 'for', ""tomorrow's"", 'class']","['studi', 'math', 'for', ""tomorrow'"", 'class']",studi math for tomorrow' class
2000877,2024/2/28 23:26,en,Panic sets in every time I open my math textbook,102,96,990,25,negative,female,panic sets in every time i open my math textbook,"['panic', 'sets', 'in', 'every', 'time', 'i', 'open', 'my', 'math', 'textbook']","['panic', 'set', 'in', 'everi', 'time', 'i', 'open', 'my', 'math', 'textbook']",panic set in everi time i open my math textbook
2000878,2023/3/17 4:40,en,Math class is scheduled at 2pm,326,27,534,0,neutral,other,math class is scheduled at 2pm,"['math', 'class', 'is', 'scheduled', 'at', '2', 'pm']","['math', 'class', 'is', 'schedul', 'at', '2', 'pm']",math class is schedul at 2 pm
2000879,2022/9/29 2:12,en,Proud of my progress in math class,295,61,251,50,positive,female,proud of my progress in math class,"['proud', 'of', 'my', 'progress', 'in', 'math', 'class']","['proud', 'of', 'my', 'progress', 'in', 'math', 'class']",proud of my progress in math class
2000880,2023/7/22 4:50,en,Finally understood calculus and feeling great!,343,18,332,41,positive,female,finally understood calculus and feeling great!,"['finally', 'understood', 'calculus', 'and', 'feeling', 'great']","['final', 'understood', 'calculu', 'and', 'feel', 'great']",final understood calculu and feel great
2000881,2022/4/15 19:27,en,Studying math for tomorrow's class,124,98,39,35,neutral,other,studying math for tomorrow's class,"['studying', 'math', 'for', ""tomorrow's"", 'class']","['studi', 'math', 'for', ""tomorrow'"", 'class']",studi math for tomorrow' class
2000882,2024/1/3 16:41,en,Feeling confident for my math exam,184,75,613,40,positive,other,feeling confident for my math exam,"['feeling', 'confident', 'for', 'my', 'math', 'exam']","['feel', 'confid', 'for', 'my', 'math', 'exam']",feel confid for my math exam
2000883,2024/12/29 10:28,en,Proud of my progress in math class,496,66,596,35,positive,other,proud of my progress in math class,"['proud', 'of', 'my', 'progress', 'in', 'math', 'class']","['proud', 'of', 'my', 'progress', 'in', 'math', 'class']",proud of my progress in math class
2000884,2024/4/20 15:08,en,Reviewing geometry notes,126,56,981,46,neutral,male,reviewing geometry notes,"['reviewing', 'geometry', 'notes']","['review', 'geometri', 'note']",review geometri note
2000885,2021/11/11 10:53,en,Math class is scheduled at 2pm,64,98,153,48,neutral,other,math class is scheduled at 2pm,"['math', 'class', 'is', 'scheduled', 'at', '2', 'pm']","['math', 'class', 'is', 'schedul', 'at', '2', 'pm']",math class is schedul at 2 pm
2000886,2023/8/12 5:05,en,Learning about derivatives and integrals,104,83,912,28,neutral,other,learning about derivatives and integrals,"['learning', 'about', 'derivatives', 'and', 'integrals']","['learn', 'about', 'deriv', 'and', 'integr']",learn about deriv and integr
2000887,2023/11/16 7:13,en,Proud of my progress in math class,495,3,823,31,positive,male,proud of my progress in math class,"['proud', 'of', 'my', 'progress', 'in', 'math', 'class']","['proud', 'of', 'my', 'progress', 'in', 'math', 'class']",proud of my progress in math class
2000888,2021/9/7 8:48,en,Panic sets in every time I open my math textbook,494,98,816,25,negative,male,panic sets in every time i open my math textbook,"['panic', 'sets', 'in', 'every', 'time', 'i', 'open', 'my', 'math', 'textbook']","['panic', 'set', 'in', 'everi', 'time', 'i', 'open', 'my', 'math', 'textbook']",panic set in everi time i open my math textbook
2000889,2021/11/12 20:27,en,Solved 5 problems in my math workbook,278,37,490,19,neutral,other,solved 5 problems in my math workbook,"['solved', '5', 'problems', 'in', 'my', 'math', 'workbook']","['solv', '5', 'problem', 'in', 'my', 'math', 'workbook']",solv 5 problem in my math workbook
2000890,2022/4/4 19:12,en,Statistics can actually be fun,389,58,7,24,positive,female,statistics can actually be fun,"['statistics', 'can', 'actually', 'be', 'fun']","['statist', 'can', 'actual', 'be', 'fun']",statist can actual be fun
2000891,2023/6/9 2:25,en,Why is trigonometry so hard?,458,6,705,23,negative,other,why is trigonometry so hard?,"['why', 'is', 'trigonometry', 'so', 'hard']","['whi', 'is', 'trigonometri', 'so', 'hard']",whi is trigonometri so hard
2000892,2021/12/31 8:54,en,Working on some algebra problems,225,36,554,44,neutral,other,working on some algebra problems,"['working', 'on', 'some', 'algebra', 'problems']","['work', 'on', 'some', 'algebra', 'problem']",work on some algebra problem
2000893,2022/8/10 20:28,en,Feeling stressed before my algebra exam,180,67,910,39,negative,female,feeling stressed before my algebra exam,"['feeling', 'stressed', 'before', 'my', 'algebra', 'exam']","['feel', 'stress', 'befor', 'my', 'algebra', 'exam']",feel stress befor my algebra exam
2000894,2023/2/3 9:55,en,Attending a calculus lecture this afternoon,395,8,307,13,neutral,other,attending a calculus lecture this afternoon,"['attending', 'a', 'calculus', 'lecture', 'this', 'afternoon']","['attend', 'a', 'calculu', 'lectur', 'thi', 'afternoon']",attend a calculu lectur thi afternoon
2000895,2023/8/9 4:58,en,Completely lost in statistics class,315,8,81,49,negative,male,completely lost in statistics class,"['completely', 'lost', 'in', 'statistics', 'class']","['complet', 'lost', 'in', 'statist', 'class']",complet lost in statist class
2000896,2022/3/2 9:29,en,Math is challenging but I love it,160,32,163,31,positive,female,math is challenging but i love it,"['math', 'is', 'challenging', 'but', 'i', 'love', 'it']","['math', 'is', 'challeng', 'but', 'i', 'love', 'it']",math is challeng but i love it
2000897,2024/3/29 22:51,en,Panic sets in every time I open my math textbook,416,4,590,44,negative,male,panic sets in every time i open my math textbook,"['panic', 'sets', 'in', 'every', 'time', 'i', 'open', 'my', 'math', 'textbook']","['panic', 'set', 'in', 'everi', 'time', 'i', 'open', 'my', 'math', 'textbook']",panic set in everi time i open my math textbook
2000898,2023/3/25 0:08,en,Math anxiety is ruining my grades,500,45,982,5,negative,male,math anxiety is ruining my grades,"['math', 'anxiety', 'is', 'ruining', 'my', 'grades']","['math', 'anxieti', 'is', 'ruin', 'my', 'grade']",math anxieti is ruin my grade
2000899,2023/3/14 7:23,en,I hate calculus so much,30,0,360,24,negative,female,i hate calculus so much,"['i', 'hate', 'calculus', 'so', 'much']","['i', 'hate', 'calculu', 'so', 'much']",i hate calculu so much
2000900,2022/9/21 0:49,en,"Failed my math test again, so frustrated",344,70,907,46,negative,other,"failed my math test again, so frustrated","['failed', 'my', 'math', 'test', 'again', 'so', 'frustrated']","['fail', 'my', 'math', 'test', 'again', 'so', 'frustrat']",fail my math test again so frustrat
2000901,2024/12/27 6:07,en,"Failed my math test again, so frustrated",498,28,959,24,negative,other,"failed my math test again, so frustrated","['failed', 'my', 'math', 'test', 'again', 'so', 'frustrated']","['fail', 'my', 'math', 'test', 'again', 'so', 'frustrat']",fail my math test again so frustrat
2000902,2024/9/2 12:36,en,Finally understood calculus and feeling great!,68,70,503,15,positive,male,finally understood calculus and feeling great!,"['finally', 'understood', 'calculus', 'and', 'feeling', 'great']","['final', 'understood', 'calculu', 'and', 'feel', 'great']",final understood calculu and feel great
2000903,2024/11/13 14:35,en,Learning about derivatives and integrals,475,46,851,10,neutral,male,learning about derivatives and integrals,"['learning', 'about', 'derivatives', 'and', 'integrals']","['learn', 'about', 'deriv', 'and', 'integr']",learn about deriv and integr
2000904,2024/5/4 3:29,en,Practicing some math exercises,357,9,749,24,neutral,other,practicing some math exercises,"['practicing', 'some', 'math', 'exercises']","['practic', 'some', 'math', 'exercis']",practic some math exercis
2000905,2023/6/6 21:11,en,I hate calculus so much,235,6,95,14,negative,other,i hate calculus so much,"['i', 'hate', 'calculus', 'so', 'much']","['i', 'hate', 'calculu', 'so', 'much']",i hate calculu so much
2000906,2023/6/28 4:32,en,Finally understood calculus and feeling great!,266,63,293,15,positive,male,finally understood calculus and feeling great!,"['finally', 'understood', 'calculus', 'and', 'feeling', 'great']","['final', 'understood', 'calculu', 'and', 'feel', 'great']",final understood calculu and feel great
2000907,2022/2/3 22:02,en,This math homework is giving me a headache,159,63,829,5,negative,other,this math homework is giving me a headache,"['this', 'math', 'homework', 'is', 'giving', 'me', 'a', 'headache']","['thi', 'math', 'homework', 'is', 'give', 'me', 'a', 'headach']",thi math homework is give me a headach
2000908,2023/8/17 9:18,en,Learning math makes me feel accomplished,307,15,306,7,positive,female,learning math makes me feel accomplished,"['learning', 'math', 'makes', 'me', 'feel', 'accomplished']","['learn', 'math', 'make', 'me', 'feel', 'accomplish']",learn math make me feel accomplish
2000909,2023/7/29 2:47,en,Math class is scheduled at 2pm,110,98,181,41,neutral,female,math class is scheduled at 2pm,"['math', 'class', 'is', 'scheduled', 'at', '2', 'pm']","['math', 'class', 'is', 'schedul', 'at', '2', 'pm']",math class is schedul at 2 pm
2000910,2023/3/2 2:25,en,"Failed my math test again, so frustrated",75,59,457,40,negative,other,"failed my math test again, so frustrated","['failed', 'my', 'math', 'test', 'again', 'so', 'frustrated']","['fail', 'my', 'math', 'test', 'again', 'so', 'frustrat']",fail my math test again so frustrat
2000911,2024/7/13 16:29,en,"Failed my math test again, so frustrated",66,0,775,17,negative,male,"failed my math test again, so frustrated","['failed', 'my', 'math', 'test', 'again', 'so', 'frustrated']","['fail', 'my', 'math', 'test', 'again', 'so', 'frustrat']",fail my math test again so frustrat
2000912,2022/12/5 19:54,en,Math club meets today,206,65,80,14,neutral,female,math club meets today,"['math', 'club', 'meets', 'today']","['math', 'club', 'meet', 'today']",math club meet today
2000913,2024/1/26 10:10,en,Math anxiety is ruining my grades,354,18,288,4,negative,female,math anxiety is ruining my grades,"['math', 'anxiety', 'is', 'ruining', 'my', 'grades']","['math', 'anxieti', 'is', 'ruin', 'my', 'grade']",math anxieti is ruin my grade
2000914,2024/10/12 19:26,en,Studying math for tomorrow's class,232,51,188,47,neutral,other,studying math for tomorrow's class,"['studying', 'math', 'for', ""tomorrow's"", 'class']","['studi', 'math', 'for', ""tomorrow'"", 'class']",studi math for tomorrow' class
2000915,2022/9/11 17:42,en,My brain freezes when I see math problems,17,72,345,23,negative,other,my brain freezes when i see math problems,"['my', 'brain', 'freezes', 'when', 'i', 'see', 'math', 'problems']","['my', 'brain', 'freez', 'when', 'i', 'see', 'math', 'problem']",my brain freez when i see math problem
2000916,2024/3/16 7:04,en,I can't handle these equations anymore,408,1,285,3,negative,other,i can't handle these equations anymore,"['i', ""can't"", 'handle', 'these', 'equations', 'anymore']","['i', ""can't"", 'handl', 'these', 'equat', 'anymor']",i can't handl these equat anymor
2000917,2024/7/7 21:37,en,Practicing some math exercises,478,83,118,41,neutral,male,practicing some math exercises,"['practicing', 'some', 'math', 'exercises']","['practic', 'some', 'math', 'exercis']",practic some math exercis
2000918,2022/7/26 5:47,en,Panic sets in every time I open my math textbook,120,91,186,0,negative,male,panic sets in every time i open my math textbook,"['panic', 'sets', 'in', 'every', 'time', 'i', 'open', 'my', 'math', 'textbook']","['panic', 'set', 'in', 'everi', 'time', 'i', 'open', 'my', 'math', 'textbook']",panic set in everi time i open my math textbook
2000919,2023/5/21 19:21,en,Math club meets today,247,30,270,30,neutral,male,math club meets today,"['math', 'club', 'meets', 'today']","['math', 'club', 'meet', 'today']",math club meet today
2000920,2022/7/6 11:16,en,This math homework is giving me a headache,378,71,335,23,negative,male,this math homework is giving me a headache,"['this', 'math', 'homework', 'is', 'giving', 'me', 'a', 'headache']","['thi', 'math', 'homework', 'is', 'give', 'me', 'a', 'headach']",thi math homework is give me a headach
2000921,2021/5/25 10:17,en,Math anxiety is ruining my grades,58,94,802,31,negative,female,math anxiety is ruining my grades,"['math', 'anxiety', 'is', 'ruining', 'my', 'grades']","['math', 'anxieti', 'is', 'ruin', 'my', 'grade']",math anxieti is ruin my grade
2000922,2024/10/28 9:27,en,Learning math makes me feel accomplished,197,96,217,36,positive,other,learning math makes me feel accomplished,"['learning', 'math', 'makes', 'me', 'feel', 'accomplished']","['learn', 'math', 'make', 'me', 'feel', 'accomplish']",learn math make me feel accomplish
2000923,2022/11/20 0:50,en,Why is trigonometry so hard?,493,66,903,13,negative,male,why is trigonometry so hard?,"['why', 'is', 'trigonometry', 'so', 'hard']","['whi', 'is', 'trigonometri', 'so', 'hard']",whi is trigonometri so hard
2000924,2024/12/15 13:43,en,Completely lost in statistics class,489,44,644,44,negative,male,completely lost in statistics class,"['completely', 'lost', 'in', 'statistics', 'class']","['complet', 'lost', 'in', 'statist', 'class']",complet lost in statist class
